job_id,generation,timestamp,source_url,http_status,page_status,job_title,screen_decision,matched_terms,excluded_terms,african_language,other_language,market_named,city_named,country_of_city,notes
6870847221651949832,lifeattiktok,20260208195422,https://lifeattiktok.com/search/6870847221651949832,404,js_shell,Wayback Machine,unusable,,,,,,,,
6882974603716413703,lifeattiktok,20250427041618,https://lifeattiktok.com/search/6882974603716413703?spread=5MWH5CQ,200,detail,Quality Analyst-Dublin hub-Hausa,include,quality analyst,,hausa,,Ireland,Dublin,Ireland,
6888462341844650248,lifeattiktok,20250303042002,https://lifeattiktok.com/search/6888462341844650248,200,detail,"Software Engineer, Algorithm Platform",drop,,,,,,,,
6893651279219935502,lifeattiktok,20260124054523,https://lifeattiktok.com/search/6893651279219935502,200,detail,"Software Engineer Intern, Frontend (Ads Technology) - 2021 Summer",drop,,,,,,,,
6894843358793222414,lifeattiktok,20250124223836,https://lifeattiktok.com/search/6894843358793222414,200,detail,Research Intern in Deep Learning (Intelligent Creation Lab) -2021 Start,drop,,,,,,,,
6896164428041013511,lifeattiktok,20250125000058,https://lifeattiktok.com/search/6896164428041013511,200,detail,Research Intern in Recommendation System (Applied Machine Learning) -2021 Summer,drop,,,,,,,,
6901272213913110791,lifeattiktok,20250613185231,https://lifeattiktok.com/search/6901272213913110791,200,detail,"Test Engineer, TikTok",drop,,,,,,,,
6903328552517060878,lifeattiktok,20250315080054,https://lifeattiktok.com/search/6903328552517060878,200,detail,Quality Analyst - Live Streaming,include,quality analyst,,,,,,,
6904829883240941837,lifeattiktok,20250427031011,https://lifeattiktok.com/search/6904829883240941837,200,detail,QA Analyst - Arabic Speaking,drop,,,,arabic,,,,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20250427031011id_/https://lif"
6913258861203228936,lifeattiktok,20250124233250,https://lifeattiktok.com/search/6913258861203228936,200,detail,Client Solutions Manager | Growth,drop,,,,,,,,
6916327413115226381,lifeattiktok,20250901025727,https://lifeattiktok.com/search/6916327413115226381,200,detail,Backend Engineer (Content Platform)-2021 Start,drop,,,,,,,,
6916327718304942350,lifeattiktok,20250901015002,https://lifeattiktok.com/search/6916327718304942350,404,js_shell,Wayback Machine,unusable,,,,,,,,
6916327718305990919,lifeattiktok,20250901010619,https://lifeattiktok.com/search/6916327718305990919,404,js_shell,Wayback Machine,unusable,,,,,,,,
6916328400220555527,lifeattiktok,20250901041522,https://lifeattiktok.com/search/6916328400220555527,200,detail,Backend Engineer (Computer Vision)-2021 Start,drop,,,,,,,,
6916328478309910798,lifeattiktok,20250831230122,https://lifeattiktok.com/search/6916328478309910798,200,detail,Backend Engineer (Global Payments)-2021 Start,drop,,,,,,,,
6916328717712312583,lifeattiktok,20250901202532,https://lifeattiktok.com/search/6916328717712312583,200,detail,Research Engineer (NLP)-2021 Start,drop,,,,,,,,
6916328789916649741,lifeattiktok,20250901050900,https://lifeattiktok.com/search/6916328789916649741,200,detail,Algorithm Engineer (Computer Vision)-2021 Start,drop,,,,,,,,
6916328789917026573,lifeattiktok,20250901025813,https://lifeattiktok.com/search/6916328789917026573,200,detail,Machine Learning Engineer (Enterprise Partnership & Solutions)-2021 Start,drop,,,,,,,,
6916328817116727566,lifeattiktok,20250901013030,https://lifeattiktok.com/search/6916328817116727566,200,detail,Machine Learning Engineer (Recommendation)-2021 Start,drop,,,,,,,,
6916360141731055879,lifeattiktok,20250901181246,https://lifeattiktok.com/search/6916360141731055879,200,detail,Software Engineer (eHR)-2021 Start,drop,,,,,,,,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20250901181246id_/https://lif"
6917073554077305101,lifeattiktok,20251222221230,https://lifeattiktok.com/search/6917073554077305101,200,detail,"Backend Software Engineer, TikTok Live - Singapore",drop,,,,,Singapore,Singapore,Singapore,
6917324105990916359,lifeattiktok,20241206072840,https://lifeattiktok.com/search/6917324105990916359,200,detail,B2B Marketing Manager - Spain,drop,,,,,Spain,,,
6917848923533576455,lifeattiktok,20251222195627,https://lifeattiktok.com/search/6917848923533576455,200,detail,Android Software Engineer - TikTok Live,drop,,,,,,,,
6917850165761132807,lifeattiktok,20251222214035,https://lifeattiktok.com/search/6917850165761132807,200,detail,"iOS Software Engineer, TikTok Live",drop,,,,,,,,
6920570588138506503,lifeattiktok,20250912213243,https://lifeattiktok.com/search/6920570588138506503,200,detail,Search Operations Quality Assurance - Arabic,drop,,,,arabic,,,,
6920570766233438478,lifeattiktok,20250315064309,https://lifeattiktok.com/search/6920570766233438478?spread=5MWH5CQ,200,detail,Head of Ethics & Compliance - EMEA,drop,,,,,EMEA,,,
6920584193873660173,lifeattiktok,20250206214846,https://lifeattiktok.com/search/6920584193873660173?spread=5MWH5CQ,200,detail,Content Moderator (Hebrew),include,content moderat*; moderat*,,,hebrew,,,,
6920584948115048718,lifeattiktok,20250124220923,https://lifeattiktok.com/search/6920584948115048718?spread=5MWH5CQ,200,detail,Content Moderator (Bulgarian),include,content moderat*; moderat*,,,bulgarian,,,,
6920585430731835662,lifeattiktok,20250206215241,https://lifeattiktok.com/search/6920585430731835662,200,detail,Safety Labeller-Arabic,drop,,,,arabic,,,,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20250206215241id_/https://lif"
6920587190629533965,lifeattiktok,20250315075505,https://lifeattiktok.com/search/6920587190629533965,200,detail,Content Moderator (Hausa),include,content moderat*; moderat*,,hausa,,,,,
6921996523392567560,lifeattiktok,20250125002851,https://lifeattiktok.com/search/6921996523392567560,200,detail,Business Development Manager (e-commerce),drop,,,,,,,,
